gene,log2FC,pvalue,padj,mean_tumor,mean_normal,baseMean,regulation
GENE_11211,0.04744406684723668,0.33817646093220344,0.9869593401372023,5.572374483333898,5.5249304164866615,5.54865244991028,NS
GENE_11212,0.030108996218820572,0.5378122878625842,0.9906007871464777,5.555534121597742,5.525425125378922,5.5404796234883325,NS
GENE_11213,-0.009177020599428154,0.8674207706144983,0.9929018643764642,5.576700110323382,5.58587713092281,5.581288620623097,NS
GENE_11214,0.032590664190555785,0.5411407463572839,0.9906007871464777,5.5670491838848974,5.534458519694342,5.5507538517896196,NS
GENE_11215,0.028633626329617634,0.5877915707491137,0.9906007871464777,5.5559626250323495,5.527328998702732,5.541645811867541,NS
GENE_11216,-0.02399196605673204,0.6744858413295313,0.9906007871464777,5.534956315899867,5.558948281956599,5.546952298928233,NS
GENE_11217,-0.026177221348742563,0.6552637874062152,0.9906007871464777,5.552349194344769,5.578526415693512,5.56543780501914,NS
GENE_11218,0.061815173752776786,0.20110596545445814,0.979486229786441,5.563477564932985,5.501662391180208,5.532569978056596,NS
GENE_11219,-0.044182655204068944,0.36542102509218244,0.9869593401372023,5.546246957586285,5.590429612790354,5.56833828518832,NS
GENE_11220,0.04235161189143799,0.4105209684386313,0.9869593401372023,5.569587423178053,5.527235811286615,5.548411617232334,NS
GENE_11221,0.06773794755352203,0.231355809858637,0.9869593401372023,5.555931374896197,5.488193427342675,5.522062401119436,NS
GENE_11222,0.0002278282524716957,0.9966207911738778,0.9997733431489237,5.547197449833218,5.546969621580747,5.5470835357069825,NS
GENE_11223,0.0025871323610973107,0.9568308002747364,0.9991581759476448,5.551847844705736,5.549260712344639,5.550554278525187,NS
GENE_11224,0.0005726600928701586,0.990748943554158,0.9997733431489237,5.545933202718506,5.545360542625636,5.545646872672071,NS
GENE_11225,-0.039089311056763165,0.46578103067045257,0.9869593401372023,5.540121966329629,5.579211277386392,5.55966662185801,NS
GENE_11226,0.02285257860866441,0.6366676450584312,0.9906007871464777,5.565127471412634,5.542274892803969,5.553701182108302,NS
GENE_11227,0.007158437993270539,0.9019778076103123,0.994294140420419,5.576400379935948,5.5692419419426775,5.572821160939313,NS
GENE_11228,-0.042764095566475646,0.411339464423029,0.9869593401372023,5.572432112918479,5.615196208484955,5.593814160701717,NS
GENE_11229,0.07368503244137425,0.14367024281030033,0.969805762381504,5.537491435568746,5.463806403127371,5.500648919348059,NS
GENE_11230,-0.0039408519046775226,0.9421394405862125,0.9975309102352228,5.545685371205225,5.549626223109903,5.547655797157564,NS
GENE_11231,0.04638151924281164,0.2954587768242737,0.9869593401372023,5.539756008291705,5.493374489048893,5.5165652486702985,NS
GENE_11232,-0.07096368347682436,0.1966040412340861,0.9778765801741449,5.580213002385289,5.651176685862113,5.615694844123701,NS
GENE_11233,-0.0683973743117221,0.14905910215084348,0.969805762381504,5.561344625952806,5.629742000264528,5.595543313108667,NS
GENE_11234,-0.07376808467060147,0.2198633061542828,0.9869593401372023,5.539507522955919,5.6132756076265204,5.576391565291219,NS
GENE_11235,0.05471110623803632,0.2563130988926162,0.9869593401372023,5.553687014896452,5.498975908658416,5.526331461777434,NS
GENE_11236,-0.010082816101397718,0.824675511368606,0.9921732246245829,5.550294019133165,5.560376835234563,5.555335427183865,NS
GENE_11237,-0.008102498950804282,0.8714018681079325,0.9935217116581712,5.556602147900674,5.564704646851478,5.5606533973760754,NS
GENE_11238,-0.003389061197569987,0.9411824404300789,0.9975309102352228,5.5304413371102115,5.5338303983077815,5.5321358677089965,NS
GENE_11239,0.016856651335146466,0.7632211449349288,0.991262985535964,5.557689777697588,5.5408331263624415,5.549261452030015,NS
GENE_11240,0.0431094677897228,0.5068284547493532,0.9906007871464777,5.566020493556154,5.522911025766431,5.544465759661293,NS
GENE_11241,0.08036735585664623,0.08959047343751655,0.9457290229474435,5.575824942745464,5.495457586888818,5.535641264817141,NS
GENE_11242,0.04451783442171209,0.4441589029351891,0.9869593401372023,5.5738890757811905,5.529371241359478,5.551630158570335,NS
GENE_11243,0.08623421664568554,0.1321789869608904,0.9605097747713952,5.596349256964538,5.510115040318852,5.553232148641695,NS
GENE_11244,-0.05374855780763799,0.28301187649349735,0.9869593401372023,5.563790187210198,5.617538745017836,5.590664466114017,NS
GENE_11245,-0.04509123437787732,0.3809402128417612,0.9869593401372023,5.567399909392005,5.612491143769883,5.589945526580944,NS
GENE_11246,0.10590435266255227,0.07869308325247659,0.9270037495217542,5.550688749858414,5.444784397195861,5.4977365735271375,NS
GENE_11247,-0.05919049947839916,0.21971628311239633,0.9869593401372023,5.561143334903205,5.620333834381604,5.590738584642405,NS
GENE_11248,-0.049484135104035154,0.32753054413856725,0.9869593401372023,5.531515101871958,5.580999236975993,5.556257169423976,NS
GENE_11249,-0.011256321497533861,0.8355678637321442,0.9921732246245829,5.552946174852973,5.564202496350507,5.55857433560174,NS
GENE_11250,-0.006335460256935654,0.9005227695057519,0.994294140420419,5.540134104035431,5.546469564292367,5.543301834163898,NS
GENE_11251,-0.04527727739231402,0.31339739572488884,0.9869593401372023,5.543848730187113,5.589126007579427,5.56648736888327,NS
GENE_11252,-0.06210388961358593,0.20447213256656363,0.9819741088303625,5.563673594588211,5.625777484201797,5.594725539395004,NS
GENE_11253,0.004214912582519936,0.9380184816866206,0.9964693984806059,5.565079722957639,5.5608648103751195,5.56297226666638,NS
GENE_11254,-0.02942885169021281,0.5782212281180537,0.9906007871464777,5.537847641364421,5.567276493054634,5.552562067209528,NS
GENE_11255,-0.0040052156831773544,0.9365499130396776,0.9964693984806059,5.556027126568403,5.5600323422515805,5.558029734409992,NS
GENE_11256,0.020834824297200072,0.6604401392044669,0.9906007871464777,5.5582078259752175,5.537373001678017,5.547790413826617,NS
GENE_11257,-0.015132223418530266,0.7613617618387117,0.991262985535964,5.5799870890412,5.5951193124597305,5.587553200750465,NS
GENE_11258,0.06570373659727657,0.2483905774130943,0.9869593401372023,5.553677990866904,5.487974254269627,5.520826122568265,NS
GENE_11259,-0.034548163844575264,0.5409387049756318,0.9906007871464777,5.5685901754133935,5.603138339257969,5.585864257335681,NS
GENE_11260,-0.0311053983955496,0.538088539846024,0.9906007871464777,5.56255058740479,5.593655985800339,5.578103286602564,NS
GENE_11261,0.02711011489047266,0.6049019760078986,0.9906007871464777,5.569238575974104,5.542128461083632,5.555683518528868,NS
GENE_11262,0.06328631239138627,0.27945053852175694,0.9869593401372023,5.593868124235504,5.530581811844118,5.562224968039811,NS
GENE_11263,-0.05043148447771273,0.35790037301653166,0.9869593401372023,5.558990910120321,5.609422394598034,5.584206652359177,NS
GENE_11264,0.015679715616475853,0.7378182535796373,0.9906007871464777,5.571371852566432,5.555692136949956,5.563531994758193,NS
GENE_11265,-0.03570350183138693,0.4692714000691983,0.9869593401372023,5.563486926491553,5.59919042832294,5.581338677407246,NS
GENE_11266,0.03183781214823078,0.5875803134865434,0.9906007871464777,5.566120820000937,5.534283007852706,5.550201913926822,NS
GENE_11267,0.030293768981218605,0.5739017593995586,0.9906007871464777,5.552831011270233,5.522537242289014,5.537684126779624,NS
GENE_11268,0.029768942962228984,0.6002662991403281,0.9906007871464777,5.541459720368751,5.511690777406522,5.526575248887637,NS
GENE_11269,0.06116248988580164,0.25985383176682336,0.9869593401372023,5.558660202077742,5.49749771219194,5.528078957134841,NS
GENE_11270,-0.08618307201593556,0.1214062725832698,0.9582690920023599,5.550807542271819,5.636990614287755,5.593899078279787,NS
GENE_11271,-0.05790152529047443,0.18867540290508758,0.9747908287994269,5.555258222885954,5.613159748176429,5.584208985531191,NS
GENE_11272,-0.009655362392105182,0.8534229058114493,0.9921732246245829,5.5697852611713365,5.579440623563442,5.57461294236739,NS
GENE_11273,0.04004807038652114,0.41409777976969253,0.9869593401372023,5.569743012261344,5.529694941874823,5.549718977068084,NS
GENE_11274,-0.08530159024021078,0.041817252880997996,0.8744364543843208,5.553180233377441,5.638481823617652,5.595831028497546,NS
GENE_11275,-0.09121677814525508,0.06800917104128769,0.9102890050743779,5.5574297040380225,5.648646482183278,5.60303809311065,NS
GENE_11276,-0.0448200773072136,0.4068263552561073,0.9869593401372023,5.5478744765943,5.592694553901514,5.5702845152479075,NS
GENE_11277,-0.04408616534985477,0.3971176606670651,0.9869593401372023,5.5469559758951705,5.591042141245025,5.568999058570098,NS
GENE_11278,-0.11673533238506462,0.005361020403848593,0.42956894261607315,5.5676421675989936,5.684377499984058,5.626009833791526,NS
GENE_11279,-0.032081515182575515,0.5455493439222863,0.9906007871464777,5.57057658720278,5.602658102385355,5.5866173447940675,NS
GENE_11280,-0.006313046080395068,0.9050030486331593,0.994294140420419,5.544193515858744,5.550506561939139,5.547350038898942,NS
GENE_11281,0.0023865496191559643,0.9653884962521864,0.9997733431489237,5.572844081526605,5.570457531907449,5.571650806717027,NS
GENE_11282,0.01303741059054353,0.7620843621573141,0.991262985535964,5.547025464915738,5.533988054325194,5.540506759620466,NS
GENE_11283,-0.060649606385314137,0.2885277007687379,0.9869593401372023,5.555647534782116,5.61629714116743,5.585972337974773,NS
GENE_11284,0.002356443936829322,0.9653927724446484,0.9997733431489237,5.567419904765164,5.565063460828335,5.56624168279675,NS
GENE_11285,0.0574870038174522,0.2418812939277722,0.9869593401372023,5.563529977660431,5.506042973842979,5.534786475751705,NS
GENE_11286,-0.02066400055869,0.7110304851800198,0.9906007871464777,5.5691386307772035,5.5898026313358935,5.579470631056548,NS
GENE_11287,-0.017028636073940007,0.7190335327426629,0.9906007871464777,5.556026941552003,5.573055577625943,5.564541259588973,NS
GENE_11288,0.05224593609888917,0.3697806040406907,0.9869593401372023,5.532162360737844,5.4799164246389545,5.506039392688399,NS
GENE_11289,0.011643957550994344,0.8224051237473893,0.9921732246245829,5.544528618852751,5.532884661301757,5.538706640077254,NS
GENE_11290,-0.04607277714832669,0.4011761200412375,0.9869593401372023,5.549327783804971,5.595400560953298,5.572364172379134,NS
GENE_11291,0.09979703877822299,0.06535605993802465,0.9071929443018869,5.566846369751713,5.46704933097349,5.516947850362602,NS
GENE_11292,-0.025865276349612998,0.646712939171291,0.9906007871464777,5.569566233187792,5.595431509537405,5.582498871362598,NS
GENE_11293,-0.11900509301962181,0.01470476856730798,0.7306585030120867,5.536387416600159,5.655392509619781,5.59588996310997,NS
GENE_11294,-0.06024844712013522,0.26947196929284883,0.9869593401372023,5.574567868992418,5.634816316112553,5.604692092552485,NS
GENE_11295,0.026435365809805766,0.6012240160774391,0.9906007871464777,5.569384354359678,5.542948988549872,5.5561666714547755,NS
GENE_11296,-0.012610256119204521,0.7759216527000052,0.991262985535964,5.562358165384619,5.574968421503823,5.568663293444221,NS
GENE_11297,0.0651098096050804,0.29540771120051956,0.9869593401372023,5.571264212023006,5.506154402417925,5.538709307220465,NS
GENE_11298,-0.03491360990488879,0.47328002197585517,0.9869593401372023,5.542828643556055,5.5777422534609435,5.560285448508499,NS
GENE_11299,-0.001760815814576766,0.9759115964556028,0.9997733431489237,5.554518091167288,5.5562789069818646,5.555398499074576,NS
GENE_11300,-0.05807504637435912,0.2383870544637578,0.9869593401372023,5.533164050292825,5.591239096667184,5.562201573480005,NS
GENE_11301,-0.01551320558942848,0.761546179509746,0.991262985535964,5.550757632831704,5.566270838421133,5.5585142356264186,NS
GENE_11302,0.05654301931333805,0.2912473030321526,0.9869593401372023,5.5595838642186495,5.503040844905311,5.5313123545619804,NS
GENE_11303,0.037547252698441724,0.40415609168162864,0.9869593401372023,5.567883647118094,5.530336394419653,5.5491100207688735,NS
GENE_11304,-0.03646885689669066,0.5081201446559441,0.9906007871464777,5.559978145922786,5.596447002819477,5.578212574371131,NS
GENE_11305,0.061380010624696446,0.29535628920268925,0.9869593401372023,5.585045705545959,5.523665694921262,5.554355700233611,NS
GENE_11306,-0.006364107182653456,0.90348868529751,0.994294140420419,5.566619551735653,5.572983658918306,5.56980160532698,NS
GENE_11307,0.007224173329404948,0.88407848751876,0.994294140420419,5.548843079523949,5.541618906194544,5.5452309928592465,NS
GENE_11308,-0.03460740525648287,0.487214291226209,0.9870230653993868,5.5226844928924,5.557291898148883,5.539988195520641,NS
GENE_11309,-0.0051389263189989265,0.917638325471939,0.9950966485988755,5.562163841475808,5.567302767794807,5.564733304635308,NS
GENE_11310,0.036956739762743496,0.46976492848966234,0.9869593401372023,5.587574400887287,5.5506176611245435,5.569096031005915,NS
GENE_11311,-0.13981997265512192,0.0012916455765541184,0.16308656269622707,5.532744158864384,5.672564131519506,5.602654145191945,NS
GENE_11312,0.0444345824412169,0.39755885590059936,0.9869593401372023,5.563616684913454,5.519182102472237,5.541399393692846,NS
GENE_11313,0.023411536267790467,0.6841917502856153,0.9906007871464777,5.565510031733681,5.542098495465891,5.553804263599786,NS
GENE_11314,0.03229754034428378,0.5628298419999102,0.9906007871464777,5.5622363053460875,5.529938765001804,5.546087535173946,NS
GENE_11315,-0.05144121986752648,0.3083807067040681,0.9869593401372023,5.536728144875865,5.588169364743392,5.562448754809628,NS
GENE_11316,0.05789102436148674,0.29756580399611665,0.9869593401372023,5.571942742827574,5.514051718466087,5.54299723064683,NS
GENE_11317,-0.07551630304405155,0.15894356741371216,0.969805762381504,5.534604634447382,5.610120937491433,5.572362785969407,NS
GENE_11318,-0.009461525078071631,0.8651639296724165,0.9929018643764642,5.5631148798093655,5.572576404887437,5.567845642348401,NS
GENE_11319,0.0006452454375551753,0.98908851742741,0.9997733431489237,5.564227025592197,5.563581780154641,5.563904402873419,NS
GENE_11320,0.023405183029334253,0.672533442957113,0.9906007871464777,5.581109912400628,5.557704729371293,5.5694073208859605,NS
GENE_11321,0.09169619467449408,0.06531963092082867,0.9071929443018869,5.556843035048326,5.465146840373832,5.510994937711079,NS
GENE_11322,-0.015175585976684225,0.7339794998919641,0.9906007871464777,5.558550575485013,5.573726161461697,5.566138368473355,NS
GENE_11323,-0.02937515283876202,0.5307844093591514,0.9906007871464777,5.5629731917845735,5.5923483446233355,5.5776607682039545,NS
GENE_11324,0.02516233773037424,0.5999641692319749,0.9906007871464777,5.5710685135318405,5.545906175801466,5.558487344666654,NS
GENE_11325,-0.0048045767575572995,0.9343548561112308,0.9964658026728513,5.557436418700474,5.562240995458032,5.559838707079253,NS
GENE_11326,0.04143391046749123,0.46262166872731164,0.9869593401372023,5.567272586521983,5.525838676054492,5.546555631288237,NS
GENE_11327,-0.013874320920989724,0.7968803404195799,0.9921732246245829,5.543212072427781,5.55708639334877,5.550149232888275,NS
GENE_11328,-0.09966095303652267,0.047686112175910775,0.8975385806403693,5.554616022056673,5.654276975093196,5.6044464985749345,NS
GENE_11329,0.030527994937687986,0.629680463486943,0.9906007871464777,5.573095667167697,5.5425676722300095,5.557831669698853,NS
GENE_11330,-0.04688374444721788,0.3714428155180426,0.9869593401372023,5.561205390540147,5.608089134987365,5.584647262763756,NS
GENE_11331,-0.044068375245049474,0.3879362072114646,0.9869593401372023,5.5687708890639405,5.61283926430899,5.590805076686465,NS
GENE_11332,0.01067210712824096,0.79734522767418,0.9921732246245829,5.567404838959778,5.556732731831537,5.562068785395658,NS
GENE_11333,-0.08356632923010476,0.16253107954710425,0.969805762381504,5.551666962650101,5.635233291880206,5.593450127265154,NS
GENE_11334,0.014747310647733158,0.7452318928603432,0.9906007871464777,5.546178390499967,5.531431079852234,5.5388047351761,NS
GENE_11335,-0.01100344882729587,0.8139275973978781,0.9921732246245829,5.561896295884605,5.572899744711901,5.567398020298253,NS
GENE_11336,0.00599683326909517,0.9141507101760299,0.994294140420419,5.551729989181575,5.54573315591248,5.548731572547027,NS
GENE_11337,-0.115387134129052,0.038169824447884915,0.8721583348646612,5.57538228638036,5.690769420509412,5.633075853444886,NS
GENE_11338,0.007236775308188115,0.8614644866855714,0.9929018643764642,5.529005039961279,5.521768264653091,5.525386652307185,NS
GENE_11339,-0.010352537041412369,0.8514291259042513,0.9921732246245829,5.559421337039052,5.5697738740804645,5.564597605559758,NS
GENE_11340,-0.05153955011198086,0.23123026875413027,0.9869593401372023,5.5460006086078755,5.597540158719856,5.571770383663866,NS
GENE_11341,0.04077166057756543,0.35901212994576076,0.9869593401372023,5.509007520263793,5.468235859686228,5.488621689975011,NS
GENE_11342,-0.0061028222615693295,0.9211570867142256,0.9957711707845515,5.561582355957576,5.567685178219145,5.5646337670883605,NS
GENE_11343,0.0761451149049499,0.17431779254886362,0.969805762381504,5.599512318325479,5.523367203420529,5.561439760873004,NS
GENE_11344,-0.00699674180030474,0.8809377647330227,0.994294140420419,5.534269156212948,5.541265898013252,5.5377675271131,NS
GENE_11345,-0.018314424113868633,0.725755792848353,0.9906007871464777,5.556611788364956,5.574926212478824,5.56576900042189,NS
GENE_11346,0.026469932985508926,0.6372465551129557,0.9906007871464777,5.5454186995636015,5.5189487665780925,5.5321837330708465,NS
GENE_11347,0.0037118475817221608,0.9485125521989654,0.9986414204186351,5.521327742396401,5.5176158948146785,5.51947181860554,NS
GENE_11348,-0.018610609833104697,0.7309165532905771,0.9906007871464777,5.545763816467076,5.564374426300181,5.555069121383628,NS
GENE_11349,0.018679219876164943,0.7065054024893546,0.9906007871464777,5.522927774055943,5.504248554179778,5.513588164117861,NS
GENE_11350,-0.06962545961409816,0.1878309697656149,0.9747908287994269,5.542349187134658,5.611974646748756,5.577161916941707,NS
GENE_11351,0.012972450231377053,0.8015423038632372,0.9921732246245829,5.554577616300366,5.541605166068989,5.548091391184678,NS
GENE_11352,-0.03188684702654854,0.4820543828808041,0.9870230653993868,5.562115035906365,5.594001882932914,5.57805845941964,NS
GENE_11353,0.04198412074460123,0.4079840066475226,0.9869593401372023,5.542869722075846,5.500885601331245,5.521877661703545,NS
GENE_11354,-0.03762557888579199,0.4513354329834382,0.9869593401372023,5.550198796548864,5.587824375434656,5.56901158599176,NS
GENE_11355,0.0219594725450607,0.6514075839815402,0.9906007871464777,5.573842146501257,5.551882673956197,5.5628624102287265,NS
GENE_11356,0.0981577995174927,0.0939095511511301,0.9457290229474435,5.54284497569331,5.444687176175817,5.4937660759345635,NS
GENE_11357,0.0016828454671182769,0.974790960473276,0.9997733431489237,5.540909556122368,5.5392267106552495,5.540068133388809,NS
GENE_11358,-0.08186017914249177,0.1520044141963282,0.969805762381504,5.5558524538886935,5.637712633031185,5.596782543459939,NS
GENE_11359,-0.032585576537006666,0.49351597521271257,0.9895423370512599,5.569847487194944,5.602433063731951,5.586140275463448,NS
GENE_11360,-0.015961441684967603,0.7881173861831179,0.9921732246245829,5.5490929350253575,5.565054376710325,5.557073655867841,NS
GENE_11361,0.05154064484134491,0.3558344181328147,0.9869593401372023,5.568598386247847,5.517057741406502,5.542828063827175,NS
GENE_11362,0.05123236628938255,0.3565183062298997,0.9869593401372023,5.535439377829195,5.484207011539812,5.509823194684504,NS
GENE_11363,-0.04301057111770756,0.4497360780091729,0.9869593401372023,5.561954272107265,5.604964843224972,5.583459557666119,NS
GENE_11364,-0.03409461651940848,0.5021759725492444,0.9906007871464777,5.553996518109201,5.588091134628609,5.571043826368905,NS
GENE_11365,0.03372269524585203,0.5426559618086125,0.9906007871464777,5.548497048577164,5.514774353331312,5.531635700954238,NS
GENE_11366,-0.026471067040932716,0.6423497120173416,0.9906007871464777,5.571173658681654,5.597644725722587,5.58440919220212,NS
GENE_11367,0.02231674682792839,0.6460989366083381,0.9906007871464777,5.567933105194286,5.545616358366358,5.556774731780322,NS
GENE_11368,-0.020638605373480168,0.6964020924107307,0.9906007871464777,5.5559008798345895,5.57653948520807,5.566220182521329,NS
GENE_11369,-0.025411313040352823,0.6343226140041465,0.9906007871464777,5.54354220454486,5.5689535175852125,5.556247861065036,NS
GENE_11370,0.04974504585737627,0.36352432574201876,0.9869593401372023,5.564712918859223,5.514967873001846,5.5398403959305345,NS
GENE_11371,-0.026813131781660005,0.6460912010009248,0.9906007871464777,5.5559440129896025,5.5827571447712625,5.5693505788804325,NS
GENE_11372,0.07713133351821089,0.1522592715083122,0.969805762381504,5.590860315757905,5.513728982239694,5.552294648998799,NS
GENE_11373,-0.0022622999408010713,0.9684034464498948,0.9997733431489237,5.576588659807956,5.578850959748757,5.5777198097783565,NS
GENE_11374,0.0596240707604645,0.2823837063979444,0.9869593401372023,5.567661532053884,5.508037461293419,5.537849496673651,NS
GENE_11375,0.11376864959599242,0.02546373065998747,0.8119097943627905,5.5629762305488075,5.449207580952815,5.506091905750811,NS
GENE_11376,0.04009123986633334,0.4697205873094703,0.9869593401372023,5.594608395241976,5.554517155375643,5.574562775308809,NS
GENE_11377,-0.004154155318758512,0.9400162834854107,0.997216629344618,5.541217336854288,5.545371492173047,5.543294414513667,NS
GENE_11378,-0.004959720188661976,0.9137884663124505,0.994294140420419,5.577042400998474,5.582002121187136,5.579522261092805,NS
GENE_11379,0.019351247626386403,0.7061296392432247,0.9906007871464777,5.572845481915757,5.553494234289371,5.5631698581025635,NS
GENE_11380,-0.02125815067140735,0.6776093068699469,0.9906007871464777,5.540842651526436,5.562100802197843,5.55147172686214,NS
GENE_11381,-0.0916848894096054,0.060424353461197726,0.9038990800587142,5.573337762180357,5.665022651589962,5.61918020688516,NS
GENE_11382,-0.05880658863837418,0.28083760843010797,0.9869593401372023,5.51853743032455,5.577344018962924,5.547940724643737,NS
GENE_11383,0.029163811165243914,0.5985046129523999,0.9906007871464777,5.564973027655655,5.535809216490411,5.550391122073033,NS
GENE_11384,-0.07603954741451524,0.14929180011096047,0.969805762381504,5.538711719544563,5.614751266959078,5.57673149325182,NS
GENE_11385,0.019697843050948904,0.6649390177385489,0.9906007871464777,5.572813614742458,5.553115771691509,5.562964693216983,NS
GENE_11386,0.054776081561470846,0.28245065834917965,0.9869593401372023,5.573744661521329,5.518968579959858,5.546356620740593,NS
GENE_11387,0.006293147377520292,0.9020595112980847,0.994294140420419,5.568970319866311,5.562677172488791,5.565823746177552,NS
GENE_11388,0.02939811241383783,0.5732508246516498,0.9906007871464777,5.574496129751353,5.545098017337515,5.559797073544434,NS
GENE_11389,0.019661064738969003,0.7323469345703426,0.9906007871464777,5.551118281646619,5.53145721690765,5.541287749277134,NS
GENE_11390,0.04487964996315519,0.420802966095868,0.9869593401372023,5.537890076279792,5.493010426316637,5.515450251298215,NS
GENE_11391,0.10295285044051905,0.07057065420666844,0.9102890050743779,5.554137618927126,5.451184768486607,5.502661193706867,NS
GENE_11392,-0.14229872150835554,0.011043167681500819,0.6733638830183427,5.554844899702885,5.69714362121124,5.6259942604570625,NS
GENE_11393,-0.07891521062462648,0.10121634888061266,0.9470717258346942,5.548731046192134,5.62764625681676,5.588188651504447,NS
GENE_11394,0.07728729615500285,0.17368685236422504,0.969805762381504,5.538863814139988,5.461576517984986,5.500220166062487,NS
GENE_11395,-0.10634838304867333,0.040055138740853806,0.8721583348646612,5.558001488159463,5.664349871208136,5.6111756796838,NS
GENE_11396,-0.04845736102392362,0.3925503872225467,0.9869593401372023,5.588807194254936,5.637264555278859,5.613035874766897,NS
GENE_11397,-0.027925399673255136,0.6033191410211456,0.9906007871464777,5.577546148262833,5.605471547936088,5.59150884809946,NS
GENE_11398,0.011780572932657662,0.8361888265553199,0.9921732246245829,5.538219601575346,5.526439028642688,5.532329315109017,NS
GENE_11399,0.11042633962865445,0.028401906858962454,0.826309795862108,5.58002306544068,5.469596725812026,5.524809895626353,NS
GENE_11400,-0.013553139027723482,0.7996447126710559,0.9921732246245829,5.569429717028252,5.582982856055976,5.576206286542114,NS
GENE_11401,0.030146025607871607,0.5992961059016204,0.9906007871464777,5.534069956551675,5.503923930943803,5.518996943747739,NS
GENE_11402,0.07098405100161109,0.23976058589045252,0.9869593401372023,5.57615846593636,5.505174414934749,5.540666440435555,NS
GENE_11403,-0.029725311349209527,0.5684326388125073,0.9906007871464777,5.570355623236468,5.6000809345856775,5.585218278911073,NS
GENE_11404,0.017550255982254903,0.7207185304086782,0.9906007871464777,5.567394121707084,5.549843865724829,5.558618993715957,NS
GENE_11405,-0.013825344072958323,0.7785740202176049,0.991262985535964,5.548265184421805,5.562090528494763,5.555177856458284,NS
GENE_11406,0.059309982220978164,0.24509041772563014,0.9869593401372023,5.561092624886231,5.501782642665253,5.531437633775742,NS
GENE_11407,-0.0832434501271182,0.1404694218395295,0.969805762381504,5.565833981866873,5.649077431993991,5.607455706930432,NS
GENE_11408,-0.00048361922058770546,0.9938790094776017,0.9997733431489237,5.5624031745915445,5.562886793812132,5.562644984201839,NS
GENE_11409,-0.05457490978653112,0.3095096995110886,0.9869593401372023,5.546283662324554,5.600858572111085,5.57357111721782,NS
GENE_11410,-0.12536536663056275,0.022084381659007824,0.7814963492850079,5.552489986260796,5.677855352891359,5.6151726695760775,NS
GENE_11411,0.13031119366068378,0.020237317197487142,0.7661285499421239,5.604289730127999,5.473978536467315,5.539134133297656,NS
GENE_11412,-0.05118396095634559,0.332375252887791,0.9869593401372023,5.570682000551976,5.6218659615083215,5.596273981030149,NS
GENE_11413,0.015500019262720599,0.7401253663263567,0.9906007871464777,5.5448434468382946,5.529343427575574,5.537093437206934,NS
GENE_11414,-0.00019186228897893898,0.9969150600652338,0.9997733431489237,5.512061698736189,5.512253561025168,5.5121576298806785,NS
GENE_11415,0.05810173132074503,0.25140777966566374,0.9869593401372023,5.591366140450752,5.533264409130007,5.56231527479038,NS
GENE_11416,-0.10023761275774667,0.0585459658893452,0.9038990800587142,5.555657989004894,5.655895601762641,5.605776795383767,NS
GENE_11417,-0.03786577618688103,0.45234030113255247,0.9869593401372023,5.559441682884032,5.597307459070913,5.578374570977472,NS
GENE_11418,0.00771039298008791,0.8975534462283086,0.994294140420419,5.561973271199978,5.55426287821989,5.558118074709935,NS
GENE_11419,0.03443972944143603,0.47667175301294323,0.9869593401372023,5.591748142584141,5.557308413142705,5.574528277863423,NS
GENE_11420,-0.07922640566314065,0.09860540501006355,0.9470717258346942,5.550099677147968,5.629326082811109,5.589712879979539,NS
GENE_11421,0.049323533722986035,0.3270786356506809,0.9869593401372023,5.556915405383856,5.50759187166087,5.532253638522363,NS
GENE_11422,0.08169076502428751,0.15690979377984185,0.969805762381504,5.536245020341047,5.45455425531676,5.495399637828903,NS
GENE_11423,0.004350840539459,0.9403331720290082,0.9973835087282651,5.555892336896268,5.551541496356809,5.553716916626539,NS
GENE_11424,-0.036758248050228204,0.4490800232631063,0.9869593401372023,5.573345514798586,5.610103762848814,5.5917246388237,NS
GENE_11425,0.09065873874094166,0.16960167165500853,0.969805762381504,5.580218296698562,5.48955955795762,5.534888927328091,NS
GENE_11426,0.06549371635963386,0.17741192020897098,0.969805762381504,5.563820203583214,5.49832648722358,5.531073345403398,NS
GENE_11427,-0.019302386546930173,0.7382724701507516,0.9906007871464777,5.552002131845364,5.571304518392294,5.561653325118829,NS
GENE_11428,0.05654166130131966,0.33481454151491935,0.9869593401372023,5.571175526803742,5.5146338655024225,5.542904696153082,NS
GENE_11429,0.02177703153252608,0.6717825286216992,0.9906007871464777,5.552078640231126,5.5303016086986,5.541190124464863,NS
GENE_11430,-0.00040283853536848824,0.9929664964146844,0.9997733431489237,5.551701194816049,5.5521040333514176,5.551902614083733,NS
GENE_11431,0.026953521019284388,0.6092855673110787,0.9906007871464777,5.549164325661366,5.522210804642081,5.535687565151724,NS
GENE_11432,0.06589804841402902,0.23237763368846426,0.9869593401372023,5.560930967410145,5.495032918996116,5.52798194320313,NS
GENE_11433,0.03541404543340043,0.4017291855846929,0.9869593401372023,5.518370873986058,5.482956828552657,5.5006638512693575,NS
GENE_11434,-0.019065718194627657,0.7269066931612996,0.9906007871464777,5.571922077940208,5.5909877961348355,5.581454937037522,NS
GENE_11435,-0.015280322218710118,0.7741324812551966,0.991262985535964,5.547828916665839,5.563109238884549,5.555469077775195,NS
GENE_11436,-0.05140159452914439,0.2728993096191238,0.9869593401372023,5.542474806446213,5.593876400975358,5.5681756037107855,NS
